ID,Gender,Ever_Married,Age,Graduated,Work_Experience,Spending_Score,Family_Size,Segmentation,Profession_Artist,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing,Var_1_Cat_1,Var_1_Cat_2,Var_1_Cat_3,Var_1_Cat_4,Var_1_Cat_5,Var_1_Cat_6,Var_1_Cat_7
466367,0,0,37,1,5.0,0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
464323,0,0,29,1,12.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465786,0,0,19,0,0.0,0,3.0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
461569,1,1,63,1,1.0,0,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467158,0,0,25,0,0.0,0,2.85012285012285,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462062,1,0,22,0,0.0,0,3.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
464925,1,1,60,0,6.0,1,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
460062,1,0,29,1,4.0,0,1.0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
459618,1,1,59,1,0.0,1,2.0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
459506,0,0,27,1,1.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465330,1,0,28,1,0.0,0,3.0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
464848,1,1,35,0,1.0,1,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
460792,0,0,42,0,11.0,0,2.85012285012285,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
467638,1,1,71,1,1.0,1,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466664,0,1,47,1,1.0,1,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
459500,1,1,37,1,1.0,1,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
460050,1,1,50,1,3.0,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
465329,1,1,35,1,5.0,1,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466186,1,1,59,1,9.0,1,4.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463772,0,0,31,0,1.0,0,3.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462493,1,1,52,1,1.0,1,6.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463316,0,1,89,0,0.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
467113,1,1,80,1,1.0,0,1.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
464145,0,0,36,0,14.0,0,4.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
461134,1,1,32,1,0.0,0,3.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462707,0,1,55,1,0.0,1,4.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467064,1,1,36,0,0.0,1,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
461128,1,0,20,0,7.0,0,3.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
459443,0,1,50,1,8.0,1,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464560,1,0,39,1,9.0,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
466963,1,0,63,0,7.0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
464268,0,0,51,1,0.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459008,0,1,52,1,1.0,1,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463126,0,1,65,1,3.0,1,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462365,1,1,75,1,0.0,2,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
465131,0,1,87,0,0.0,0,1.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
459078,1,1,70,1,0.0,2,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
461326,0,0,36,1,1.0,0,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466698,0,1,26,1,8.0,0,2.0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
460408,0,0,41,1,2.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467313,1,1,39,1,1.0,1,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
465284,0,0,31,0,8.0,0,4.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
461032,0,1,66,1,0.0,2,3.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
466768,0,1,36,1,0.0,0,4.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464681,0,1,25,0,4.0,1,5.0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
464547,1,0,41,1,0.0,0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
460723,0,1,50,1,1.0,2,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
461780,0,0,65,1,0.0,0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
459648,0,1,42,1,2.0,2,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465416,1,1,55,0,1.0,2,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
467247,0,0,26,0,0.0,0,2.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
466174,0,0,20,0,8.0,0,4.0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
466120,0,1,37,0,0.0,0,4.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
462096,0,0,43,1,1.0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
462029,1,0,60,0,0.0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
465272,1,1,39,1,0.0,2,6.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
461667,1,1,42,1,0.0,1,2.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462294,1,1,30,0,1.0,1,4.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
463357,1,1,27,1,0.0,1,2.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
462683,0,1,38,0,1.0,0,5.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
459151,1,1,60,1,9.0,0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
461231,1,1,52,1,2.0,2,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
462551,1,1,53,1,14.0,1,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459094,0,0,31,0,1.0,0,5.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
467483,1,1,55,1,0.0,2,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
467010,1,0,26,0,9.0,0,2.85012285012285,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
459881,1,0,25,1,8.0,0,4.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
459613,1,0,40,1,1.0,0,2.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
465968,0,0,35,1,10.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461922,1,1,70,0,0.0,2,3.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
463956,0,0,28,0,0.0,0,5.0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
466152,1,1,40,0,8.0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
462863,1,0,29,1,5.0,0,1.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
462698,0,1,56,1,1.0,1,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
464056,0,1,65,1,0.0,1,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461074,1,1,25,0,1.0,1,2.85012285012285,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
460773,0,1,51,1,1.0,1,3.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467001,0,1,53,1,8.0,1,4.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
459554,0,0,25,0,8.0,0,3.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
462126,1,1,20,0,1.0,1,4.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
459108,1,0,23,0,1.0,0,5.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
460822,1,1,41,1,0.0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463729,0,0,32,0,1.0,0,5.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
463896,0,0,25,0,0.0,0,3.0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
459409,0,1,88,1,1.0,2,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
467659,1,1,66,1,0.0,1,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
462747,1,0,25,0,7.0,0,4.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459947,0,0,37,1,3.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467470,1,1,53,1,1.0,1,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
466169,1,1,63,1,1.0,0,1.0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
460277,0,0,20,0,1.0,0,5.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
463665,1,1,50,1,0.0,1,3.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
461257,1,1,41,1,1.0,1,2.0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
464727,1,1,38,1,1.0,1,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
461309,0,0,21,0,1.0,0,4.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
459700,1,1,37,1,0.0,1,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
459723,1,1,49,1,6.0,1,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461359,1,1,28,1,1.0,0,4.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
463885,1,1,51,1,1.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
464448,1,1,39,1,1.0,1,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462433,0,1,33,1,0.0,1,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466198,1,1,70,0,0.0,2,2.0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
462545,1,0,33,0,1.0,0,3.0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
459750,0,1,39,1,0.0,1,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
462525,0,1,41,1,0.0,1,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461157,1,0,37,0,0.0,0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
463614,0,0,26,0,1.0,0,4.0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
464893,1,1,43,1,0.0,0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
460459,0,0,33,0,0.0,0,5.0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
464938,1,1,46,0,0.0,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
461370,1,0,26,1,1.0,0,3.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464315,1,1,71,0,1.0,1,2.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
459180,1,1,66,1,1.0,2,2.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
467085,1,0,45,1,1.0,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
463073,1,1,42,1,1.0,1,3.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464688,1,1,28,1,0.0,0,9.0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
459502,0,1,47,1,1.0,1,3.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460838,1,0,40,1,0.0,0,2.85012285012285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462813,1,1,37,0,0.0,1,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
460331,0,0,35,0,5.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459850,1,0,35,1,0.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459975,0,0,38,1,7.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466069,0,1,49,1,0.0,2,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467127,1,1,70,0,1.0,0,1.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
462892,1,1,33,0,8.0,1,3.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
461707,0,1,45,1,1.0,1,4.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464186,0,1,39,1,5.0,1,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463497,1,0,32,1,0.0,0,5.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459620,0,1,29,0,1.0,0,2.85012285012285,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
467966,0,0,31,1,9.0,0,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
460782,1,1,77,1,1.0,2,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466057,0,1,38,0,1.0,1,2.0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
459263,0,0,32,0,8.0,0,4.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
464639,1,1,39,0,1.0,1,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
467407,1,0,27,1,7.0,0,3.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462344,0,1,63,1,0.0,2,4.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467335,0,1,41,0,4.0,1,2.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
462325,1,0,37,1,1.0,0,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
460101,0,0,31,1,9.0,0,3.0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
463701,1,1,52,1,1.0,2,4.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
463227,0,1,35,1,1.0,1,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
460711,0,0,25,1,8.0,0,3.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
467279,0,0,25,1,8.0,0,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
462822,1,0,19,0,0.0,0,4.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
466031,0,0,30,0,6.0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
464075,0,1,86,1,0.0,2,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
460089,0,1,65,1,13.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462527,1,1,43,0,4.0,1,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464971,0,1,36,0,1.0,0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
460304,0,0,53,0,1.0,0,1.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
460013,0,0,68,0,2.0,0,3.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
465700,1,1,25,1,1.0,2,2.0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
467357,1,1,60,1,0.0,0,2.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463528,1,1,67,0,1.0,2,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
462308,1,1,30,1,1.0,2,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
463464,1,0,18,0,6.0,0,4.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
463050,1,1,49,1,0.0,1,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467919,0,1,47,1,7.0,1,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462951,1,1,73,1,2.0,0,1.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
460448,0,0,38,1,9.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
465230,1,1,72,1,1.0,1,3.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
466689,1,0,28,1,8.0,0,3.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462481,1,0,33,1,1.0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
467073,1,0,37,1,9.0,0,1.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
461394,0,0,21,0,0.0,0,5.0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
459609,0,0,43,1,1.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
467834,0,0,23,0,0.0,0,4.0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
461107,1,0,21,0,0.0,0,6.0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
461828,1,1,53,1,1.0,1,3.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467844,1,0,37,1,0.0,0,2.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462901,0,1,46,0,9.0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
459125,0,0,32,1,1.0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464340,1,1,67,1,1.0,2,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467212,0,0,28,1,1.0,0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466136,0,0,19,1,0.0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460095,0,1,74,1,1.0,0,1.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
461009,0,0,22,0,6.0,0,3.0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
459586,1,1,73,0,1.0,0,2.85012285012285,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
463951,1,1,46,0,0.0,1,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
460034,0,1,38,1,8.0,0,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459298,1,1,45,1,4.0,1,4.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462943,1,1,61,1,5.0,2,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
462552,1,0,31,1,1.0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466413,1,1,62,1,1.0,1,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462921,1,1,49,0,1.0,1,4.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459934,1,0,49,1,0.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467574,1,0,32,1,4.0,0,2.85012285012285,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
464217,0,0,32,0,12.0,0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
460877,0,1,47,0,0.0,1,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463042,1,1,51,0,1.0,2,4.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
